region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
British Columbia,2022-03-07,,estimate,-0.0511730744147571,-0.0509371031524641,0.0184118664396702,-0.0809770702930519,-0.0631104639903467,-0.0553239989329754,-0.0464739427063304,-0.0388999811741303,-0.020831120714264
British Columbia,2022-03-08,,estimate,-0.0477770661133402,-0.0476349720087508,0.0184346210383637,-0.0774617699473459,-0.0597148783876674,-0.0522522410976252,-0.0429199229428755,-0.0358348153679321,-0.0177864101447225
British Columbia,2022-03-09,,estimate,-0.0428099101969138,-0.0429920052664495,0.0184511882659073,-0.0725289078193944,-0.0547908917163117,-0.0477900360354074,-0.0384932602746033,-0.0307856017540712,-0.0129390271608495
British Columbia,2022-03-10,,estimate,-0.0370053837775173,-0.0370361793657446,0.0184686505712255,-0.0674797805840496,-0.0487502926612468,-0.0419408239601806,-0.0327643457517909,-0.0250366192135184,-0.00604839966130779
British Columbia,2022-03-11,,estimate,-0.0299932074110688,-0.0298750529643698,0.0185753215953542,-0.0600012205035001,-0.0419749731353312,-0.0347358786447163,-0.0250169719439919,-0.0177098685022006,0.00116860989361112
British Columbia,2022-03-12,,estimate,-0.0223344878942066,-0.0217110929814337,0.0189276959566287,-0.0525969965242151,-0.0341751149354615,-0.026476237164216,-0.0172344847612222,-0.00906205796460564,0.00940023363734935
British Columbia,2022-03-13,,estimate,-0.0136166577716073,-0.0128498317501235,0.019666964287915,-0.0441448502526316,-0.0255781690220303,-0.0180510868235647,-0.00885844789862728,-0.000494378498479184,0.0204341106681245
British Columbia,2022-03-14,,estimate,-0.00471747238828154,-0.00369514752207912,0.0207946802992652,-0.0375426218394009,-0.0169426348534279,-0.0092037863701092,0.000293731866956832,0.00941026833050391,0.0318821407576083
British Columbia,2022-03-15,,estimate,0.0040930981968613,0.00527374070504038,0.0221094259695769,-0.0301100051760936,-0.00898187743843892,-0.000690672745672843,0.00941577705675529,0.0187857107567771,0.043164080956915
British Columbia,2022-03-16,,estimate,0.0122031166843722,0.0135452809503269,0.0232812070966402,-0.0232884189349388,-0.00179425694801008,0.00683060957275301,0.0176951987958546,0.0279768209584172,0.0534440310031876
British Columbia,2022-03-17,,estimate,0.0190041038677454,0.0206335085690477,0.0240140101742918,-0.0161786043551646,0.00445950509600796,0.0132748559816176,0.0251225493648369,0.0363130749060998,0.0612265341042736
British Columbia,2022-03-18,,estimate,0.0248879367433588,0.0261391445367763,0.0241814831985243,-0.0110585308692801,0.00984842303745281,0.0189239294772134,0.0308906238150695,0.0421015430210615,0.0674208935502119
British Columbia,2022-03-19,,estimate,0.0289662444201405,0.0298002677050676,0.0238800531448582,-0.00784831200655886,0.0138630720313104,0.0233811510517166,0.0346976084050988,0.0450960359430777,0.0708027449330872
British Columbia,2022-03-20,,estimate,0.0308217299032421,0.0315231632052939,0.0234536116458557,-0.00536623745238415,0.0156906897192469,0.0244820832344511,0.0368568499484373,0.0466770745661031,0.0706957689152712
British Columbia,2022-03-21,,estimate,0.0308171231029277,0.0313903154672817,0.0235701941482291,-0.00692917472855144,0.0151646471781409,0.0245079913664277,0.0368721374892314,0.0471477446216099,0.0712721691948233
British Columbia,2022-03-22,,estimate based on partial data,0.0291040722989001,0.0296465153509469,0.0252394868678036,-0.0115580368217931,0.0135788541224388,0.0230234879868315,0.0354304894220976,0.0462392634658661,0.0719331514525703
British Columbia,2022-03-23,,estimate based on partial data,0.0271837439621049,0.0266656056639688,0.0294394296026518,-0.0217634392737141,0.0084099706092038,0.0199431498691109,0.0340877803153013,0.0462135272846294,0.0728104932594457
